Review,Category
My 10 year old has enjoyed playing on this. Great selection of apps and games.,not sarcasm
did not expect this kind of quality for the price I paid. very surprised. nice product.,not sarcasm
First off I can't get over how much I like this one. The battery life is great the screen is nice and clear .... and bright. I would buy it again if anything ever happened to it.,not sarcasm
great compact tablet with great coclors and resolution-----decent battery life and good wi fi connectivity,not sarcasm
I love this tablet! It's the perfect size. I can do everything on it and it was affordable!,not sarcasm
"Can't beat for price,feels expensive but isn't. Does all the basics",not sarcasm
I love this tablet. The screen is so clear. So easy to read a book on.,not sarcasm
I'm loving my kindle fire. It does everything I need it to do and more.,not sarcasm
Works well but lacks forward control of screen and right and left movement on keyboard. Good foor short notes but could never do any substantial typing on this without external keyboard. Good for basic websurfing and email.,not sarcasm
"The 8"" version is much better than the older 7"" version. Better graphics and faster processor",not sarcasm
"Better then a E-book, more options and versatility",not sarcasm
I haven't used a product like this and man I have to tell u it's better than apple products,not sarcasm
This was exactly as advertised and did everything that was claimed. Setup was fast and easy and I have no complaints.,not sarcasm
"Love this tablet for streaming, facebook, games and general web surfing. The apps are available on the amazon underground, not google playstore, so some apps that you may be used to using, may not be available on amazon underground. Overall, great tablet for the price. Would recommend.",not sarcasm
"The screen is vibrant and clear. It is fast and doesn't lag when going onto different sites. If you have Amazon Prime this is the tablet for you as it gives you access to unlimited, music, movies, and tv. Awesome purchase!",not sarcasm
Great size and storage for reading my online books,not sarcasm
Great price on a good tablet... especially on Black Friday,not sarcasm
The HD8 is a Great tablet. I purchased two for my daughter's. The tablet feels durable to touch. The screen picture is crisp and clear.,not sarcasm
My grandson loved it. I had the smaller one but wanted to larger one for him.,not sarcasm
I received this as a gift. One of the best I've ever received.,not sarcasm
"I bought two of these Fire Tablets for gifts for my sons. They are both thrilled with the features. They use them for gaming, music, photo albums, emails and online activities. The HD is what sold me. I have a Kindle Fire 2nd generation and I enjoyed mine so much since 2012, I looked into getting this one.",not sarcasm
I gave my husband this tablet for Christmas. He is very pleased with the product. He likes it much better than the last tablet that I purchased him 3 years ago. He highly recommends the product.,not sarcasm
Purchased due to reviews and in sale. So far easy to use.,not sarcasm
"The Fire HD tablet is a good product. The screen has good viewing angles and the display is on point. However, the major issue I have are you have to be online to make any setting changes to the tablet.; and the advertisements that show up on the home screen is a downer. So, the rating of a 4 star is pushing for me.",not sarcasm
It's such a great tablet !!! Love the picture and everything about it is amazing. I'm glad I chose this one and what a great deal I got on Black Friday,not sarcasm
Bought for a 6 years old she loves it and is always on it great starter tablet,not sarcasm
My 6 year old got it for Christmas and is able to use it very well,not sarcasm
Gift for daughter. She loves it. Just opened so as far as I know it will be a great purchase.,not sarcasm
Great product as usually ... better screen and faster than my previous. Work with my chromecast .. easy to use,not sarcasm
This my second kindle .. it's light and faster than my previous kindle ..came with free audio books for 30 days which is cool ... better screen .. it does seem to be long than wider .. which I'm ok with and I got this on sale for 60 .. great deal,not sarcasm
